County,MSA,Median,FamilySize,VeryLow,ExtremelyLow,Low,Year
MADISON,"HUNTSVILLE, AL",108200,2,39250,23600,62800,2023
MADISON,"HUNTSVILLE, AL",108200,3,44150,26550,70650,2023
MADISON,"HUNTSVILLE, AL",108200,4,49050,30000,78500,2023
MADISON,"HUNTSVILLE, AL",108200,5,53000,35140,84800,2023
MADISON,"HUNTSVILLE, AL",108200,6,56900,40280,91100,2023
MADISON,"HUNTSVILLE, AL",108200,7,60850,45420,97350,2023
MADISON,"HUNTSVILLE, AL",108200,8,64750,50560,103650,2023
MARENGO,"MARENGO COUNTY, AL",68600,1,22950,14580,36700,2023
MARENGO,"MARENGO COUNTY, AL",68600,2,26200,19720,41950,2023
MARENGO,"MARENGO COUNTY, AL",68600,3,29500,24860,47200,2023
MARENGO,"MARENGO COUNTY, AL",68600,4,32750,30000,52400,2023
MARENGO,"MARENGO COUNTY, AL",68600,5,35400,35140,56600,2023
MARENGO,"MARENGO COUNTY, AL",68600,6,38000,38000,60800,2023
MARENGO,"MARENGO COUNTY, AL",68600,7,40650,40650,65000,2023
MARENGO,"MARENGO COUNTY, AL",68600,8,43250,43250,69200,2023
MARION,"MARION COUNTY, AL",64700,1,22850,14580,36550,2023
MARION,"MARION COUNTY, AL",64700,2,26100,19720,41750,2023
MARION,"MARION COUNTY, AL",64700,3,29350,24860,46950,2023
MARION,"MARION COUNTY, AL",64700,4,32600,30000,52150,2023
MARION,"MARION COUNTY, AL",64700,5,35250,35140,56350,2023
MARION,"MARION COUNTY, AL",64700,6,37850,37850,60500,2023
MARION,"MARION COUNTY, AL",64700,7,40450,40450,64700,2023
MARION,"MARION COUNTY, AL",64700,8,43050,43050,68850,2023
MARSHALL,"MARSHALL COUNTY, AL",70500,1,23500,14580,37600,2023
MARSHALL,"MARSHALL COUNTY, AL",70500,2,26850,19720,43000,2023
MARSHALL,"MARSHALL COUNTY, AL",70500,3,30200,24860,48350,2023
MARSHALL,"MARSHALL COUNTY, AL",70500,4,33550,30000,53700,2023
MARSHALL,"MARSHALL COUNTY, AL",70500,5,36250,35140,58000,2023
MARSHALL,"MARSHALL COUNTY, AL",70500,6,38950,38950,62300,2023
MARSHALL,"MARSHALL COUNTY, AL",70500,7,41650,41650,66600,2023
MARSHALL,"MARSHALL COUNTY, AL",70500,8,44300,44300,70900,2023
MOBILE,"MOBILE, AL",73100,1,24200,14580,38750,2023
MOBILE,"MOBILE, AL",73100,2,27650,19720,44250,2023
MOBILE,"MOBILE, AL",73100,3,31100,24860,49800,2023
MOBILE,"MOBILE, AL",73100,4,34550,30000,55300,2023
MOBILE,"MOBILE, AL",73100,5,37350,35140,59750,2023
MOBILE,"MOBILE, AL",73100,6,40100,40100,64150,2023
MOBILE,"MOBILE, AL",73100,7,42850,42850,68600,2023
MOBILE,"MOBILE, AL",73100,8,45650,45650,73000,2023
MONROE,"MONROE COUNTY, AL",62800,1,22850,14580,36550,2023
MONROE,"MONROE COUNTY, AL",62800,2,26100,19720,41750,2023
MONROE,"MONROE COUNTY, AL",62800,3,29350,24860,46950,2023
MONROE,"MONROE COUNTY, AL",62800,4,32600,30000,52150,2023
MONROE,"MONROE COUNTY, AL",62800,5,35250,35140,56350,2023
MONROE,"MONROE COUNTY, AL",62800,6,37850,37850,60500,2023
MONROE,"MONROE COUNTY, AL",62800,7,40450,40450,64700,2023
MONROE,"MONROE COUNTY, AL",62800,8,43050,43050,68850,2023
MONTGOMERY,"MONTGOMERY, AL",74400,1,26050,15650,41650,2023
MONTGOMERY,"MONTGOMERY, AL",74400,2,29800,19720,47600,2023
MONTGOMERY,"MONTGOMERY, AL",74400,3,33500,24860,53550,2023
MONTGOMERY,"MONTGOMERY, AL",74400,4,37200,30000,59500,2023
MONTGOMERY,"MONTGOMERY, AL",74400,5,40200,35140,64300,2023
MONTGOMERY,"MONTGOMERY, AL",74400,6,43200,40280,69050,2023
MONTGOMERY,"MONTGOMERY, AL",74400,7,46150,45420,73800,2023
MONTGOMERY,"MONTGOMERY, AL",74400,8,49150,49150,78550,2023
MORGAN,"DECATUR, AL",86300,1,26150,15700,41850,2023
MORGAN,"DECATUR, AL",86300,2,29900,19720,47800,2023
MORGAN,"DECATUR, AL",86300,3,33650,24860,53800,2023
MORGAN,"DECATUR, AL",86300,4,37350,30000,59750,2023
MORGAN,"DECATUR, AL",86300,5,40350,35140,64550,2023
MORGAN,"DECATUR, AL",86300,6,43350,40280,69350,2023
MORGAN,"DECATUR, AL",86300,7,46350,45420,74100,2023
MORGAN,"DECATUR, AL",86300,8,49350,49350,78900,2023
PERRY,"PERRY COUNTY, AL",41500,1,22850,14580,36550,2023
PERRY,"PERRY COUNTY, AL",41500,2,26100,19720,41750,2023
PERRY,"PERRY COUNTY, AL",41500,3,29350,24860,46950,2023
PERRY,"PERRY COUNTY, AL",41500,4,32600,30000,52150,2023
PERRY,"PERRY COUNTY, AL",41500,5,35250,35140,56350,2023
PERRY,"PERRY COUNTY, AL",41500,6,37850,37850,60500,2023
PERRY,"PERRY COUNTY, AL",41500,7,40450,40450,64700,2023
PERRY,"PERRY COUNTY, AL",41500,8,43050,43050,68850,2023
PICKENS,"PICKENS COUNTY, AL",61200,1,22850,14580,36550,2023
PICKENS,"PICKENS COUNTY, AL",61200,2,26100,19720,41750,2023
PICKENS,"PICKENS COUNTY, AL",61200,3,29350,24860,46950,2023
PICKENS,"PICKENS COUNTY, AL",61200,4,32600,30000,52150,2023
PICKENS,"PICKENS COUNTY, AL",61200,5,35250,35140,56350,2023
PICKENS,"PICKENS COUNTY, AL",61200,6,37850,37850,60500,2023
PICKENS,"PICKENS COUNTY, AL",61200,7,40450,40450,64700,2023
PICKENS,"PICKENS COUNTY, AL",61200,8,43050,43050,68850,2023
PIKE,"PIKE COUNTY, AL",72000,1,22850,14580,36550,2023
PIKE,"PIKE COUNTY, AL",72000,2,26100,19720,41750,2023
PIKE,"PIKE COUNTY, AL",72000,3,29350,24860,46950,2023
PIKE,"PIKE COUNTY, AL",72000,4,32600,30000,52150,2023
PIKE,"PIKE COUNTY, AL",72000,5,35250,35140,56350,2023
PIKE,"PIKE COUNTY, AL",72000,6,37850,37850,60500,2023
PIKE,"PIKE COUNTY, AL",72000,7,40450,40450,64700,2023
PIKE,"PIKE COUNTY, AL",72000,8,43050,43050,68850,2023
RANDOLPH,"RANDOLPH COUNTY, AL",63900,1,22850,14580,36550,2023
RANDOLPH,"RANDOLPH COUNTY, AL",63900,2,26100,19720,41750,2023
RANDOLPH,"RANDOLPH COUNTY, AL",63900,3,29350,24860,46950,2023
RANDOLPH,"RANDOLPH COUNTY, AL",63900,4,32600,30000,52150,2023
RANDOLPH,"RANDOLPH COUNTY, AL",63900,5,35250,35140,56350,2023
RANDOLPH,"RANDOLPH COUNTY, AL",63900,6,37850,37850,60500,2023
RANDOLPH,"RANDOLPH COUNTY, AL",63900,7,40450,40450,64700,2023
RANDOLPH,"RANDOLPH COUNTY, AL",63900,8,43050,43050,68850,2023
RUSSELL,"COLUMBUS, GA-AL",71500,1,25050,15050,40050,2023
RUSSELL,"COLUMBUS, GA-AL",71500,2,28600,19720,45800,2023
RUSSELL,"COLUMBUS, GA-AL",71500,3,32200,24860,51500,2023
RUSSELL,"COLUMBUS, GA-AL",71500,4,35750,30000,57200,2023
RUSSELL,"COLUMBUS, GA-AL",71500,5,38650,35140,61800,2023
RUSSELL,"COLUMBUS, GA-AL",71500,6,41500,40280,66400,2023
RUSSELL,"COLUMBUS, GA-AL",71500,7,44350,44350,70950,2023
RUSSELL,"COLUMBUS, GA-AL",71500,8,47200,47200,75550,2023
SHELBY,"BIRMINGHAM-HOOVER, AL",90400,1,31450,18900,50300,2023
SHELBY,"BIRMINGHAM-HOOVER, AL",90400,2,35950,21600,57500,2023
SHELBY,"BIRMINGHAM-HOOVER, AL",90400,3,40450,24860,64700,2023
SHELBY,"BIRMINGHAM-HOOVER, AL",90400,4,44900,30000,71850,2023
SHELBY,"BIRMINGHAM-HOOVER, AL",90400,5,48500,35140,77600,2023
SHELBY,"BIRMINGHAM-HOOVER, AL",90400,6,52100,40280,83350,2023
SHELBY,"BIRMINGHAM-HOOVER, AL",90400,7,55700,45420,89100,2023
SHELBY,"BIRMINGHAM-HOOVER, AL",90400,8,59300,50560,94850,2023
ST. CLAIR,"BIRMINGHAM-HOOVER, AL",90400,1,31450,18900,50300,2023
ST. CLAIR,"BIRMINGHAM-HOOVER, AL",90400,2,35950,21600,57500,2023
ST. CLAIR,"BIRMINGHAM-HOOVER, AL",90400,3,40450,24860,64700,2023
ST. CLAIR,"BIRMINGHAM-HOOVER, AL",90400,4,44900,30000,71850,2023
ST. CLAIR,"BIRMINGHAM-HOOVER, AL",90400,5,48500,35140,77600,2023
ST. CLAIR,"BIRMINGHAM-HOOVER, AL",90400,6,52100,40280,83350,2023
ST. CLAIR,"BIRMINGHAM-HOOVER, AL",90400,7,55700,45420,89100,2023
ST. CLAIR,"BIRMINGHAM-HOOVER, AL",90400,8,59300,50560,94850,2023
SUMTER,"SUMTER COUNTY, AL",48700,1,22850,14580,36550,2023
SUMTER,"SUMTER COUNTY, AL",48700,2,26100,19720,41750,2023
SUMTER,"SUMTER COUNTY, AL",48700,3,29350,24860,46950,2023
SUMTER,"SUMTER COUNTY, AL",48700,4,32600,30000,52150,2023
SUMTER,"SUMTER COUNTY, AL",48700,5,35250,35140,56350,2023
SUMTER,"SUMTER COUNTY, AL",48700,6,37850,37850,60500,2023
SUMTER,"SUMTER COUNTY, AL",48700,7,40450,40450,64700,2023
SUMTER,"SUMTER COUNTY, AL",48700,8,43050,43050,68850,2023
TALLADEGA,"TALLADEGA COUNTY, AL",69700,1,22850,14580,36550,2023
TALLADEGA,"TALLADEGA COUNTY, AL",69700,2,26100,19720,41750,2023
TALLADEGA,"TALLADEGA COUNTY, AL",69700,3,29350,24860,46950,2023
TALLADEGA,"TALLADEGA COUNTY, AL",69700,4,32600,30000,52150,2023
TALLADEGA,"TALLADEGA COUNTY, AL",69700,5,35250,35140,56350,2023
TALLADEGA,"TALLADEGA COUNTY, AL",69700,6,37850,37850,60500,2023
TALLADEGA,"TALLADEGA COUNTY, AL",69700,7,40450,40450,64700,2023
TALLADEGA,"TALLADEGA COUNTY, AL",69700,8,43050,43050,68850,2023
TALLAPOOSA,"TALLAPOOSA COUNTY, AL",67100,1,23450,14580,37450,2023
TALLAPOOSA,"TALLAPOOSA COUNTY, AL",67100,2,26800,19720,42800,2023
TALLAPOOSA,"TALLAPOOSA COUNTY, AL",67100,3,30150,24860,48150,2023
TALLAPOOSA,"TALLAPOOSA COUNTY, AL",67100,4,33450,30000,53500,2023
TALLAPOOSA,"TALLAPOOSA COUNTY, AL",67100,5,36150,35140,57800,2023
TALLAPOOSA,"TALLAPOOSA COUNTY, AL",67100,6,38850,38850,62100,2023
TALLAPOOSA,"TALLAPOOSA COUNTY, AL",67100,7,41500,41500,66350,2023
TALLAPOOSA,"TALLAPOOSA COUNTY, AL",67100,8,44200,44200,70650,2023
TUSCALOOSA,"TUSCALOOSA, AL",82900,1,28750,17300,46000,2023
TUSCALOOSA,"TUSCALOOSA, AL",82900,2,32850,19750,52600,2023
TUSCALOOSA,"TUSCALOOSA, AL",82900,3,36950,24860,59150,2023
TUSCALOOSA,"TUSCALOOSA, AL",82900,4,41050,30000,65700,2023
TUSCALOOSA,"TUSCALOOSA, AL",82900,5,44350,35140,71000,2023
TUSCALOOSA,"TUSCALOOSA, AL",82900,6,47650,40280,76250,2023
TUSCALOOSA,"TUSCALOOSA, AL",82900,7,50950,45420,81500,2023
TUSCALOOSA,"TUSCALOOSA, AL",82900,8,54200,50560,86750,2023
WALKER,"WALKER COUNTY, AL",70000,1,23700,14580,37900,2023
WALKER,"WALKER COUNTY, AL",70000,2,27050,19720,43300,2023
WALKER,"WALKER COUNTY, AL",70000,3,30450,24860,48700,2023
WALKER,"WALKER COUNTY, AL",70000,4,33800,30000,54100,2023
WALKER,"WALKER COUNTY, AL",70000,5,36550,35140,58450,2023
WALKER,"WALKER COUNTY, AL",70000,6,39250,39250,62800,2023
WALKER,"WALKER COUNTY, AL",70000,7,41950,41950,67100,2023
WALKER,"WALKER COUNTY, AL",70000,8,44650,44650,71450,2023
WASHINGTON,"WASHINGTON COUNTY, AL",69300,1,22850,14580,36550,2023
WASHINGTON,"WASHINGTON COUNTY, AL",69300,2,26100,19720,41750,2023
WASHINGTON,"WASHINGTON COUNTY, AL",69300,3,29350,24860,46950,2023
WASHINGTON,"WASHINGTON COUNTY, AL",69300,4,32600,30000,52150,2023
WASHINGTON,"WASHINGTON COUNTY, AL",69300,5,35250,35140,56350,2023
WASHINGTON,"WASHINGTON COUNTY, AL",69300,6,37850,37850,60500,2023
WASHINGTON,"WASHINGTON COUNTY, AL",69300,7,40450,40450,64700,2023
WASHINGTON,"WASHINGTON COUNTY, AL",69300,8,43050,43050,68850,2023
WILCOX,"WILCOX COUNTY, AL",52600,1,22850,14580,36550,2023
WILCOX,"WILCOX COUNTY, AL",52600,2,26100,19720,41750,2023
WILCOX,"WILCOX COUNTY, AL",52600,3,29350,24860,46950,2023
WILCOX,"WILCOX COUNTY, AL",52600,4,32600,30000,52150,2023
WILCOX,"WILCOX COUNTY, AL",52600,5,35250,35140,56350,2023
WILCOX,"WILCOX COUNTY, AL",52600,6,37850,37850,60500,2023
WILCOX,"WILCOX COUNTY, AL",52600,7,40450,40450,64700,2023
WILCOX,"WILCOX COUNTY, AL",52600,8,43050,43050,68850,2023
WINSTON,"WINSTON COUNTY, AL",64600,1,22850,14580,36550,2023
WINSTON,"WINSTON COUNTY, AL",64600,2,26100,19720,41750,2023
WINSTON,"WINSTON COUNTY, AL",64600,3,29350,24860,46950,2023
WINSTON,"WINSTON COUNTY, AL",64600,4,32600,30000,52150,2023
WINSTON,"WINSTON COUNTY, AL",64600,5,35250,35140,56350,2023
WINSTON,"WINSTON COUNTY, AL",64600,6,37850,37850,60500,2023
WINSTON,"WINSTON COUNTY, AL",64600,7,40450,40450,64700,2023
WINSTON,"WINSTON COUNTY, AL",64600,8,43050,43050,68850,2023
ALEUTIANS EAST BOROUGH,"ALEUTIANS EAST BOROUGH, AK",90100,1,32900,19750,52650,2023
ALEUTIANS EAST BOROUGH,"ALEUTIANS EAST BOROUGH, AK",90100,2,37600,24640,60200,2023
ALEUTIANS EAST BOROUGH,"ALEUTIANS EAST BOROUGH, AK",90100,3,42300,31070,67700,2023
ALEUTIANS EAST BOROUGH,"ALEUTIANS EAST BOROUGH, AK",90100,4,47000,37500,75200,2023
ALEUTIANS EAST BOROUGH,"ALEUTIANS EAST BOROUGH, AK",90100,5,50800,43930,81250,2023
ALEUTIANS EAST BOROUGH,"ALEUTIANS EAST BOROUGH, AK",90100,6,54550,50360,87250,2023
ALEUTIANS EAST BOROUGH,"ALEUTIANS EAST BOROUGH, AK",90100,7,58300,56790,93250,2023
ALEUTIANS EAST BOROUGH,"ALEUTIANS EAST BOROUGH, AK",90100,8,62050,62050,99300,2023
ALEUTIANS WEST CENSUS AREA,"ALEUTIANS WEST CENSUS AREA, AK",114500,1,39350,23600,62950,2023
ALEUTIANS WEST CENSUS AREA,"ALEUTIANS WEST CENSUS AREA, AK",114500,2,45000,27000,71950,2023
ALEUTIANS WEST CENSUS AREA,"ALEUTIANS WEST CENSUS AREA, AK",114500,3,50600,31070,80950,2023
ALEUTIANS WEST CENSUS AREA,"ALEUTIANS WEST CENSUS AREA, AK",114500,4,56200,37500,89900,2023
ALEUTIANS WEST CENSUS AREA,"ALEUTIANS WEST CENSUS AREA, AK",114500,5,60700,43930,97100,2023
ALEUTIANS WEST CENSUS AREA,"ALEUTIANS WEST CENSUS AREA, AK",114500,6,65200,50360,104300,2023
ALEUTIANS WEST CENSUS AREA,"ALEUTIANS WEST CENSUS AREA, AK",114500,7,69700,56790,111500,2023
ALEUTIANS WEST CENSUS AREA,"ALEUTIANS WEST CENSUS AREA, AK",114500,8,74200,63220,118700,2023
ANCHORAGE MUNICIPALITY,"ANCHORAGE, AK",122300,1,42850,25700,66300,2023
ANCHORAGE MUNICIPALITY,"ANCHORAGE, AK",122300,2,48950,29400,75750,2023
ANCHORAGE MUNICIPALITY,"ANCHORAGE, AK",122300,3,55050,33050,85200,2023
ANCHORAGE MUNICIPALITY,"ANCHORAGE, AK",122300,4,61150,37500,94650,2023
ANCHORAGE MUNICIPALITY,"ANCHORAGE, AK",122300,5,66050,43930,102250,2023
ANCHORAGE MUNICIPALITY,"ANCHORAGE, AK",122300,6,70950,50360,109800,2023
ANCHORAGE MUNICIPALITY,"ANCHORAGE, AK",122300,7,75850,56790,117400,2023
ANCHORAGE MUNICIPALITY,"ANCHORAGE, AK",122300,8,80750,63220,124950,2023
BETHEL CENSUS AREA,"BETHEL CENSUS AREA, AK",64300,1,36700,22050,58700,2023
BETHEL CENSUS AREA,"BETHEL CENSUS AREA, AK",64300,2,41950,25200,67100,2023
BETHEL CENSUS AREA,"BETHEL CENSUS AREA, AK",64300,3,47200,31070,75500,2023
BETHEL CENSUS AREA,"BETHEL CENSUS AREA, AK",64300,4,52400,37500,83850,2023
BETHEL CENSUS AREA,"BETHEL CENSUS AREA, AK",64300,5,56600,43930,90600,2023
BETHEL CENSUS AREA,"BETHEL CENSUS AREA, AK",64300,6,60800,50360,97300,2023
BETHEL CENSUS AREA,"BETHEL CENSUS AREA, AK",64300,7,65000,56790,104000,2023
BETHEL CENSUS AREA,"BETHEL CENSUS AREA, AK",64300,8,69200,63220,110700,2023
BRISTOL BAY BOROUGH,"BRISTOL BAY BOROUGH, AK",102700,1,36350,21850,58150,2023
BRISTOL BAY BOROUGH,"BRISTOL BAY BOROUGH, AK",102700,2,41550,24950,66450,2023
BRISTOL BAY BOROUGH,"BRISTOL BAY BOROUGH, AK",102700,3,46750,31070,74750,2023
BRISTOL BAY BOROUGH,"BRISTOL BAY BOROUGH, AK",102700,4,51900,37500,83050,2023
BRISTOL BAY BOROUGH,"BRISTOL BAY BOROUGH, AK",102700,5,56100,43930,89700,2023
BRISTOL BAY BOROUGH,"BRISTOL BAY BOROUGH, AK",102700,6,60250,50360,96350,2023
BRISTOL BAY BOROUGH,"BRISTOL BAY BOROUGH, AK",102700,7,64400,56790,103000,2023
BRISTOL BAY BOROUGH,"BRISTOL BAY BOROUGH, AK",102700,8,68550,63220,109650,2023
CHUGACH CENSUS AREA,"CHUGACH CENSUS AREA, AK",111800,1,39150,23500,62650,2023
CHUGACH CENSUS AREA,"CHUGACH CENSUS AREA, AK",111800,2,44750,26850,71600,2023
CHUGACH CENSUS AREA,"CHUGACH CENSUS AREA, AK",111800,3,50350,31070,80550,2023
CHUGACH CENSUS AREA,"CHUGACH CENSUS AREA, AK",111800,4,55900,37500,89450,2023
CHUGACH CENSUS AREA,"CHUGACH CENSUS AREA, AK",111800,5,60400,43930,96650,2023
CHUGACH CENSUS AREA,"CHUGACH CENSUS AREA, AK",111800,6,64850,50360,103800,2023
CHUGACH CENSUS AREA,"CHUGACH CENSUS AREA, AK",111800,7,69350,56790,110950,2023
CHUGACH CENSUS AREA,"CHUGACH CENSUS AREA, AK",111800,8,73800,63220,118100,2023
COPPER RIVER CENSUS AREA,"COPPER RIVER CENSUS AREA, AK",101800,1,36650,22000,58650,2023
COPPER RIVER CENSUS AREA,"COPPER RIVER CENSUS AREA, AK",101800,2,41900,25150,67000,2023
COPPER RIVER CENSUS AREA,"COPPER RIVER CENSUS AREA, AK",101800,3,47150,31070,75400,2023
COPPER RIVER CENSUS AREA,"COPPER RIVER CENSUS AREA, AK",101800,4,52350,37500,83750,2023
COPPER RIVER CENSUS AREA,"COPPER RIVER CENSUS AREA, AK",101800,5,56550,43930,90450,2023
COPPER RIVER CENSUS AREA,"COPPER RIVER CENSUS AREA, AK",101800,6,60750,50360,97150,2023
COPPER RIVER CENSUS AREA,"COPPER RIVER CENSUS AREA, AK",101800,7,64950,56790,103850,2023
COPPER RIVER CENSUS AREA,"COPPER RIVER CENSUS AREA, AK",101800,8,69150,63220,110550,2023
DENALI BOROUGH,"DENALI BOROUGH, AK",131700,1,43600,26150,66300,2023
DENALI BOROUGH,"DENALI BOROUGH, AK",131700,2,49800,29900,75750,2023
DENALI BOROUGH,"DENALI BOROUGH, AK",131700,3,56050,33650,85200,2023
DENALI BOROUGH,"DENALI BOROUGH, AK",131700,4,62250,37500,94650,2023
DENALI BOROUGH,"DENALI BOROUGH, AK",131700,5,67250,43930,102250,2023
DENALI BOROUGH,"DENALI BOROUGH, AK",131700,6,72250,50360,109800,2023
DENALI BOROUGH,"DENALI BOROUGH, AK",131700,7,77200,56790,117400,2023
DENALI BOROUGH,"DENALI BOROUGH, AK",131700,8,82200,63220,124950,2023
DILLINGHAM CENSUS AREA,"DILLINGHAM CENSUS AREA, AK",75400,1,32900,19750,52650,2023
DILLINGHAM CENSUS AREA,"DILLINGHAM CENSUS AREA, AK",75400,2,37600,24640,60200,2023
DILLINGHAM CENSUS AREA,"DILLINGHAM CENSUS AREA, AK",75400,3,42300,31070,67700,2023
DILLINGHAM CENSUS AREA,"DILLINGHAM CENSUS AREA, AK",75400,4,47000,37500,75200,2023
DILLINGHAM CENSUS AREA,"DILLINGHAM CENSUS AREA, AK",75400,5,50800,43930,81250,2023
DILLINGHAM CENSUS AREA,"DILLINGHAM CENSUS AREA, AK",75400,6,54550,50360,87250,2023
DILLINGHAM CENSUS AREA,"DILLINGHAM CENSUS AREA, AK",75400,7,58300,56790,93250,2023
DILLINGHAM CENSUS AREA,"DILLINGHAM CENSUS AREA, AK",75400,8,62050,62050,99300,2023
FAIRBANKS NORTH STAR BOROUGH,"FAIRBANKS, AK",98600,1,34550,20750,55250,2023
FAIRBANKS NORTH STAR BOROUGH,"FAIRBANKS, AK",98600,2,39450,24640,63150,2023
FAIRBANKS NORTH STAR BOROUGH,"FAIRBANKS, AK",98600,3,44400,31070,71050,2023
FAIRBANKS NORTH STAR BOROUGH,"FAIRBANKS, AK",98600,4,49300,37500,78900,2023
FAIRBANKS NORTH STAR BOROUGH,"FAIRBANKS, AK",98600,5,53250,43930,85250,2023
FAIRBANKS NORTH STAR BOROUGH,"FAIRBANKS, AK",98600,6,57200,50360,91550,2023
FAIRBANKS NORTH STAR BOROUGH,"FAIRBANKS, AK",98600,7,61150,56790,97850,2023
FAIRBANKS NORTH STAR BOROUGH,"FAIRBANKS, AK",98600,8,65100,63220,104150,2023
HAINES BOROUGH,"HAINES BOROUGH, AK",98000,1,34100,20450,54500,2023
HAINES BOROUGH,"HAINES BOROUGH, AK",98000,2,38950,24640,62300,2023
HAINES BOROUGH,"HAINES BOROUGH, AK",98000,3,43800,31070,70100,2023
HAINES BOROUGH,"HAINES BOROUGH, AK",98000,4,48650,37500,77850,2023
HAINES BOROUGH,"HAINES BOROUGH, AK",98000,5,52550,43930,84100,2023
HAINES BOROUGH,"HAINES BOROUGH, AK",98000,6,56450,50360,90350,2023
HAINES BOROUGH,"HAINES BOROUGH, AK",98000,7,60350,56790,96550,2023
HAINES BOROUGH,"HAINES BOROUGH, AK",98000,8,64250,63220,102800,2023
HOONAH-ANGOON CENSUS AREA,"HOONAH-ANGOON CENSUS AREA, AK",78100,1,32900,19750,52650,2023
HOONAH-ANGOON CENSUS AREA,"HOONAH-ANGOON CENSUS AREA, AK",78100,2,37600,24640,60200,2023
HOONAH-ANGOON CENSUS AREA,"HOONAH-ANGOON CENSUS AREA, AK",78100,3,42300,31070,67700,2023
HOONAH-ANGOON CENSUS AREA,"HOONAH-ANGOON CENSUS AREA, AK",78100,4,47000,37500,75200,2023
HOONAH-ANGOON CENSUS AREA,"HOONAH-ANGOON CENSUS AREA, AK",78100,5,50800,43930,81250,2023
HOONAH-ANGOON CENSUS AREA,"HOONAH-ANGOON CENSUS AREA, AK",78100,6,54550,50360,87250,2023
HOONAH-ANGOON CENSUS AREA,"HOONAH-ANGOON CENSUS AREA, AK",78100,7,58300,56790,93250,2023
HOONAH-ANGOON CENSUS AREA,"HOONAH-ANGOON CENSUS AREA, AK",78100,8,62050,62050,99300,2023
JUNEAU CITY AND BOROUGH,"JUNEAU CITY AND BOROUGH, AK",122200,1,42800,25700,66300,2023
JUNEAU CITY AND BOROUGH,"JUNEAU CITY AND BOROUGH, AK",122200,2,48900,29350,75750,2023
JUNEAU CITY AND BOROUGH,"JUNEAU CITY AND BOROUGH, AK",122200,3,55000,33000,85200,2023
JUNEAU CITY AND BOROUGH,"JUNEAU CITY AND BOROUGH, AK",122200,4,61100,37500,94650,2023
JUNEAU CITY AND BOROUGH,"JUNEAU CITY AND BOROUGH, AK",122200,5,66000,43930,102250,2023
JUNEAU CITY AND BOROUGH,"JUNEAU CITY AND BOROUGH, AK",122200,6,70900,50360,109800,2023
JUNEAU CITY AND BOROUGH,"JUNEAU CITY AND BOROUGH, AK",122200,7,75800,56790,117400,2023
JUNEAU CITY AND BOROUGH,"JUNEAU CITY AND BOROUGH, AK",122200,8,80700,63220,124950,2023
KENAI PENINSULA BOROUGH,"KENAI PENINSULA BOROUGH, AK",105500,1,36500,21900,58350,2023
KENAI PENINSULA BOROUGH,"KENAI PENINSULA BOROUGH, AK",105500,2,41700,25000,66700,2023
KENAI PENINSULA BOROUGH,"KENAI PENINSULA BOROUGH, AK",105500,3,46900,31070,75050,2023
KENAI PENINSULA BOROUGH,"KENAI PENINSULA BOROUGH, AK",105500,4,52100,37500,83350,2023
KENAI PENINSULA BOROUGH,"KENAI PENINSULA BOROUGH, AK",105500,5,56300,43930,90050,2023
KENAI PENINSULA BOROUGH,"KENAI PENINSULA BOROUGH, AK",105500,6,60450,50360,96700,2023
KENAI PENINSULA BOROUGH,"KENAI PENINSULA BOROUGH, AK",105500,7,64650,56790,103400,2023
KENAI PENINSULA BOROUGH,"KENAI PENINSULA BOROUGH, AK",105500,8,68800,63220,110050,2023
KETCHIKAN GATEWAY BOROUGH,"KETCHIKAN GATEWAY BOROUGH, AK",109700,1,37000,22200,59150,2023
KETCHIKAN GATEWAY BOROUGH,"KETCHIKAN GATEWAY BOROUGH, AK",109700,2,42300,25400,67600,2023
KETCHIKAN GATEWAY BOROUGH,"KETCHIKAN GATEWAY BOROUGH, AK",109700,3,47600,31070,76050,2023
KETCHIKAN GATEWAY BOROUGH,"KETCHIKAN GATEWAY BOROUGH, AK",109700,4,52850,37500,84500,2023
KETCHIKAN GATEWAY BOROUGH,"KETCHIKAN GATEWAY BOROUGH, AK",109700,5,57100,43930,91300,2023
KETCHIKAN GATEWAY BOROUGH,"KETCHIKAN GATEWAY BOROUGH, AK",109700,6,61350,50360,98050,2023
KETCHIKAN GATEWAY BOROUGH,"KETCHIKAN GATEWAY BOROUGH, AK",109700,7,65550,56790,104800,2023
KETCHIKAN GATEWAY BOROUGH,"KETCHIKAN GATEWAY BOROUGH, AK",109700,8,69800,63220,111550,2023
KODIAK ISLAND BOROUGH,"KODIAK ISLAND BOROUGH, AK",109400,1,38300,23000,61250,2023
KODIAK ISLAND BOROUGH,"KODIAK ISLAND BOROUGH, AK",109400,2,43800,26250,70000,2023
KODIAK ISLAND BOROUGH,"KODIAK ISLAND BOROUGH, AK",109400,3,49250,31070,78750,2023
KODIAK ISLAND BOROUGH,"KODIAK ISLAND BOROUGH, AK",109400,4,54700,37500,87500,2023
KODIAK ISLAND BOROUGH,"KODIAK ISLAND BOROUGH, AK",109400,5,59100,43930,94500,2023
KODIAK ISLAND BOROUGH,"KODIAK ISLAND BOROUGH, AK",109400,6,63500,50360,101500,2023
KODIAK ISLAND BOROUGH,"KODIAK ISLAND BOROUGH, AK",109400,7,67850,56790,108500,2023
KODIAK ISLAND BOROUGH,"KODIAK ISLAND BOROUGH, AK",109400,8,72250,63220,115500,2023
